ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH,DATE
93201,1,2020,Elec- Residential,N,309,215187,696,2020-01-01
93201,2,2020,Elec- Residential,N,313,164998,527,2020-02-01
93201,3,2020,Elec- Residential,N,313,148116,473,2020-03-01
93201,4,2020,Elec- Residential,N,308,146081,474,2020-04-01
93201,5,2020,Elec- Residential,N,310,193912,626,2020-05-01
93201,6,2020,Elec- Residential,N,310,253633,818,2020-06-01
93201,7,2020,Elec- Residential,N,312,324531,"1,040",2020-07-01
93201,8,2020,Elec- Residential,N,312,342917,"1,099",2020-08-01
93201,9,2020,Elec- Residential,N,311,259392,834,2020-09-01
93201,10,2020,Elec- Residential,N,311,194416,625,2020-10-01
93201,11,2020,Elec- Residential,N,312,193853,621,2020-11-01
93201,12,2020,Elec- Residential,N,312,259510,832,2020-12-01
93201,1,2021,Elec- Residential,N,312,238421,764,2021-01-01
93201,2,2021,Elec- Residential,N,313,179203,573,2021-02-01
93201,3,2021,Elec- Residential,N,315,176705,561,2021-03-01
93201,4,2021,Elec- Residential,N,314,159616,508,2021-04-01
93201,5,2021,Elec- Residential,N,314,218073,694,2021-05-01
93201,6,2021,Elec- Residential,N,314,311611,992,2021-06-01
93201,7,2021,Elec- Residential,N,314,390705,"1,244",2021-07-01
93201,8,2021,Elec- Residential,N,313,342974,"1,096",2021-08-01
93201,9,2021,Elec- Residential,N,315,266662,847,2021-09-01
93201,10,2021,Elec- Residential,N,314,169421,540,2021-10-01
93201,11,2021,Elec- Residential,N,313,182373,583,2021-11-01
93201,12,2021,Elec- Residential,N,312,271993,872,2021-12-01
93201,1,2022,Elec- Residential,N,312,261502,838,2022-01-01
93201,2,2022,Elec- Residential,N,313,201673,644,2022-02-01
93201,3,2022,Elec- Residential,N,313,179761,574,2022-03-01
93201,4,2022,Elec- Residential,N,312,157836,506,2022-04-01
93201,5,2022,Elec- Residential,N,313,203346,650,2022-05-01
93201,6,2022,Elec- Residential,N,312,286765,919,2022-06-01
93201,7,2022,Elec- Residential,N,311,368276,"1,184",2022-07-01
93201,8,2022,Elec- Residential,N,309,373108,"1,207",2022-08-01
93201,9,2022,Elec- Residential,N,311,294455,947,2022-09-01
93201,10,2022,Elec- Residential,N,313,198779,635,2022-10-01
93201,11,2022,Elec- Residential,N,310,221420,714,2022-11-01
93201,12,2022,Elec- Residential,N,310,290583,937,2022-12-01
93201,1,2023,Elec- Residential,N,313,256994,821,2023-01-01
93201,2,2023,Elec- Residential,N,312,230168,738,2023-02-01
93201,3,2023,Elec- Residential,N,310,189656,612,2023-03-01
93201,4,2023,Elec- Residential,N,308,160310,520,2023-04-01
93201,4,2023,Elec- Residential,N,308,160310,520,2023-04-01
93201,5,2023,Elec- Residential,N,307,192912,628,2023-05-01
93201,5,2023,Elec- Residential,N,307,192912,628,2023-05-01
93201,6,2023,Elec- Residential,N,311,219019,704,2023-06-01
93201,6,2023,Elec- Residential,N,311,219019,704,2023-06-01
93201,7,2023,Elec- Residential,N,316,355347,"1,125",2023-07-01
93201,8,2023,Elec- Residential,N,316,320362,"1,014",2023-08-01
93201,9,2023,Elec- Residential,N,316,228700,724,2023-09-01
93201,10,2023,Elec- Residential,N,314,178880,570,2023-10-01
93201,11,2023,Elec- Residential,N,313,191508,612,2023-11-01
93201,12,2023,Elec- Residential,N,316,247512,783,2023-12-01
93201,1,2024,Elec- Residential,N,316,246960,782,2024-01-01
93201,2,2024,Elec- Residential,N,316,184888,585,2024-02-01
93201,3,2024,Elec- Residential,N,320,167958,525,2024-03-01
93201,4,2024,Elec- Residential,N,321,161344,503,2024-04-01
93201,4,2024,Elec- Residential,N,321,161344,503,2024-04-01
93201,5,2024,Elec- Residential,N,321,202542,631,2024-05-01
93201,5,2024,Elec- Residential,N,321,202542,631,2024-05-01
93201,6,2024,Elec- Residential,N,321,309545,964,2024-06-01
93201,6,2024,Elec- Residential,N,321,309545,964,2024-06-01
93201,7,2024,Elec- Residential,N,318,406511,"1,278",2024-07-01
93201,8,2024,Elec- Residential,N,317,318626,"1,005",2024-08-01
93201,9,2024,Elec- Residential,N,316,252070,798,2024-09-01
93201,10,2024,Elec- Residential,N,316,196898,623,2024-10-01
93201,11,2024,Elec- Residential,N,316,192666,610,2024-11-01
93201,12,2024,Elec- Residential,N,314,237815,757,2024-12-01
93201,1,2025,Elec- Residential,N,316,239617,758,2025-01-01
93201,2,2025,Elec- Residential,N,318,175434,552,2025-02-01
93201,3,2025,Elec- Residential,N,318,168319,529,2025-03-01
93201,4,2025,Elec- Residential,N,319,151759,476,2025-04-01
93201,5,2025,Elec- Residential,N,317,204775,646,2025-05-01
93201,6,2025,Elec- Residential,N,319,284123,891,2025-06-01
93201,7,2025,Elec- Residential,N,320,323689,"1,012",2025-07-01
93201,8,2025,Elec- Residential,N,320,339549,"1,061",2025-08-01
93201,9,2025,Elec- Residential,N,319,264120,828,2025-09-01
93201,10,2025,Elec- Residential,N,320,159525,499,2025-10-01
93201,11,2025,Elec- Residential,N,322,174313,541,2025-11-01
93201,12,2025,Elec- Residential,N,322,257285,799,2025-12-01
93201,1,2026,Elec- Residential,N,322,243192,755,2026-01-01
93201,2,2026,Elec- Residential,N,321,177406,553,2026-02-01
93201,3,2026,Elec- Residential,N,321,163023,508,2026-03-01
93203,1,2020,Elec- Residential,N,4946,1962676,397,2020-01-01
93203,2,2020,Elec- Residential,N,4953,1489598,301,2020-02-01
93203,3,2020,Elec- Residential,N,4960,1446866,292,2020-03-01
93203,4,2020,Elec- Residential,Y,4982,1815549,364,2020-04-01
93203,5,2020,Elec- Residential,Y,4980,2961863,595,2020-05-01
93203,6,2020,Elec- Residential,Y,4979,4037945,811,2020-06-01
93203,7,2020,Elec- Residential,Y,4987,5408569,"1,085",2020-07-01
93203,8,2020,Elec- Residential,Y,4991,5602807,"1,123",2020-08-01
93203,9,2020,Elec- Residential,Y,4992,4138706,829,2020-09-01
93203,10,2020,Elec- Residential,Y,4992,2776266,556,2020-10-01
93203,11,2020,Elec- Residential,Y,4999,1803225,361,2020-11-01
93203,12,2020,Elec- Residential,Y,4998,2283909,457,2020-12-01
93203,1,2021,Elec- Residential,Y,5014,2017956,402,2021-01-01
93203,2,2021,Elec- Residential,Y,5027,1551660,309,2021-02-01
93203,3,2021,Elec- Residential,Y,5027,1544631,307,2021-03-01
93203,4,2021,Elec- Residential,Y,5042,2055186,408,2021-04-01
93203,5,2021,Elec- Residential,Y,5049,3309268,655,2021-05-01
93203,6,2021,Elec- Residential,Y,5049,4952183,981,2021-06-01
93203,7,2021,Elec- Residential,Y,5042,6399477,"1,269",2021-07-01
93203,8,2021,Elec- Residential,Y,5048,5741307,"1,137",2021-08-01
93203,9,2021,Elec- Residential,Y,5045,4272194,847,2021-09-01
93203,10,2021,Elec- Residential,Y,5040,2163355,429,2021-10-01
93203,11,2021,Elec- Residential,Y,5047,1848263,366,2021-11-01
93203,12,2021,Elec- Residential,Y,5050,2408656,477,2021-12-01
93203,1,2022,Elec- Residential,Y,5058,2192568,433,2022-01-01
93203,2,2022,Elec- Residential,Y,5064,1794786,354,2022-02-01
93203,3,2022,Elec- Residential,Y,5063,1843352,364,2022-03-01
93203,4,2022,Elec- Residential,Y,5065,1938367,383,2022-04-01
93203,5,2022,Elec- Residential,Y,5072,2901087,572,2022-05-01
93203,6,2022,Elec- Residential,Y,5082,4272509,841,2022-06-01
93203,7,2022,Elec- Residential,Y,5080,5896205,"1,161",2022-07-01
93203,8,2022,Elec- Residential,Y,5080,6091559,"1,199",2022-08-01
93203,9,2022,Elec- Residential,Y,5070,4677122,923,2022-09-01
93203,10,2022,Elec- Residential,Y,5072,2920589,576,2022-10-01
93203,11,2022,Elec- Residential,Y,5074,1940103,382,2022-11-01
93203,12,2022,Elec- Residential,Y,5076,2471522,487,2022-12-01
93203,1,2023,Elec- Residential,Y,5068,2188682,432,2023-01-01
93203,2,2023,Elec- Residential,Y,5065,1881863,372,2023-02-01
93203,3,2023,Elec- Residential,Y,5079,1854405,365,2023-03-01
93203,4,2023,Elec- Residential,Y,5084,1986641,391,2023-04-01
93203,4,2023,Elec- Residential,Y,5084,1986641,391,2023-04-01
93203,5,2023,Elec- Residential,Y,5090,2947247,579,2023-05-01
93203,5,2023,Elec- Residential,Y,5090,2947247,579,2023-05-01
93203,6,2023,Elec- Residential,Y,5084,3483994,685,2023-06-01
93203,6,2023,Elec- Residential,Y,5084,3483994,685,2023-06-01
93203,7,2023,Elec- Residential,Y,5104,5862383,"1,149",2023-07-01
93203,8,2023,Elec- Residential,Y,5109,5157186,"1,009",2023-08-01
93203,9,2023,Elec- Residential,Y,5108,3670667,719,2023-09-01
93203,10,2023,Elec- Residential,Y,5095,2531881,497,2023-10-01
93203,11,2023,Elec- Residential,Y,5095,1797611,353,2023-11-01
93203,12,2023,Elec- Residential,Y,5097,2173866,426,2023-12-01
93203,1,2024,Elec- Residential,Y,5091,2092314,411,2024-01-01
93203,2,2024,Elec- Residential,Y,5090,1699617,334,2024-02-01
93203,3,2024,Elec- Residential,Y,5103,1678541,329,2024-03-01
93203,4,2024,Elec- Residential,Y,5092,1833753,360,2024-04-01
93203,4,2024,Elec- Residential,Y,5092,1833753,360,2024-04-01
93203,5,2024,Elec- Residential,Y,5085,2909719,572,2024-05-01
93203,5,2024,Elec- Residential,Y,5085,2909719,572,2024-05-01
93203,6,2024,Elec- Residential,Y,5070,4751458,937,2024-06-01
93203,6,2024,Elec- Residential,Y,5070,4751458,937,2024-06-01
93203,7,2024,Elec- Residential,Y,5073,6535385,"1,288",2024-07-01
93203,8,2024,Elec- Residential,Y,5071,5158707,"1,017",2024-08-01
93203,9,2024,Elec- Residential,Y,5069,4083067,805,2024-09-01
93203,10,2024,Elec- Residential,Y,5069,2928288,578,2024-10-01
93203,11,2024,Elec- Residential,Y,5072,1793703,354,2024-11-01
93203,12,2024,Elec- Residential,Y,5090,2092924,411,2024-12-01
93203,1,2025,Elec- Residential,Y,5094,2092319,411,2025-01-01
93203,2,2025,Elec- Residential,Y,5104,1597720,313,2025-02-01
93203,3,2025,Elec- Residential,Y,5108,1708402,334,2025-03-01
93203,4,2025,Elec- Residential,N,5106,1807135,354,2025-04-01
93203,5,2025,Elec- Residential,N,5112,2890051,565,2025-05-01
93203,6,2025,Elec- Residential,N,5140,4327015,842,2025-06-01
93203,7,2025,Elec- Residential,N,5142,5101415,992,2025-07-01
93203,8,2025,Elec- Residential,N,5169,5370060,"1,039",2025-08-01
93203,9,2025,Elec- Residential,N,5193,4197781,808,2025-09-01
93203,10,2025,Elec- Residential,N,5226,2138927,409,2025-10-01
93203,11,2025,Elec- Residential,N,5241,1877726,358,2025-11-01
93203,12,2025,Elec- Residential,N,5256,2456700,467,2025-12-01
93203,1,2026,Elec- Residential,N,5269,2173730,413,2026-01-01
93203,2,2026,Elec- Residential,N,5284,1679395,318,2026-02-01
93203,3,2026,Elec- Residential,N,5307,2178788,411,2026-03-01
93204,1,2020,Elec- Residential,N,2395,1072471,448,2020-01-01
93204,2,2020,Elec- Residential,N,2400,820847,342,2020-02-01
93204,3,2020,Elec- Residential,N,2403,831195,346,2020-03-01
93204,4,2020,Elec- Residential,N,2401,860738,358,2020-04-01
93204,5,2020,Elec- Residential,N,2409,1278463,531,2020-05-01
93204,6,2020,Elec- Residential,N,2411,1748403,725,2020-06-01
93204,7,2020,Elec- Residential,N,2404,2289614,952,2020-07-01
93204,8,2020,Elec- Residential,N,2412,2375215,985,2020-08-01
93204,9,2020,Elec- Residential,N,2416,1809249,749,2020-09-01
93204,10,2020,Elec- Residential,N,2417,1271766,526,2020-10-01
93204,11,2020,Elec- Residential,N,2423,944481,390,2020-11-01
93204,12,2020,Elec- Residential,N,2421,1183222,489,2020-12-01
93204,1,2021,Elec- Residential,N,2424,1094952,452,2021-01-01
93204,2,2021,Elec- Residential,N,2424,817703,337,2021-02-01
93204,3,2021,Elec- Residential,N,2430,815037,335,2021-03-01
93204,4,2021,Elec- Residential,N,2435,921603,378,2021-04-01
93204,5,2021,Elec- Residential,N,2433,1398006,575,2021-05-01
93204,6,2021,Elec- Residential,N,2436,2070542,850,2021-06-01
93204,7,2021,Elec- Residential,N,2440,2707424,"1,110",2021-07-01
93204,8,2021,Elec- Residential,N,2442,2436729,998,2021-08-01
93204,9,2021,Elec- Residential,N,2436,1843687,757,2021-09-01
93204,10,2021,Elec- Residential,N,2442,1017699,417,2021-10-01
93204,11,2021,Elec- Residential,N,2442,896910,367,2021-11-01
93204,12,2021,Elec- Residential,N,2439,1239003,508,2021-12-01
93204,1,2022,Elec- Residential,N,2431,1108922,456,2022-01-01
93204,2,2022,Elec- Residential,N,2438,903391,371,2022-02-01
93204,3,2022,Elec- Residential,N,2439,895794,367,2022-03-01
93204,4,2022,Elec- Residential,N,2437,868559,356,2022-04-01
93204,5,2022,Elec- Residential,N,2451,1241348,506,2022-05-01
93204,6,2022,Elec- Residential,N,2452,1885832,769,2022-06-01
93204,7,2022,Elec- Residential,N,2457,2470357,"1,005",2022-07-01
93204,8,2022,Elec- Residential,N,2462,2539746,"1,032",2022-08-01
93204,9,2022,Elec- Residential,N,2463,1967234,799,2022-09-01
93204,10,2022,Elec- Residential,N,2464,1309313,531,2022-10-01
93204,11,2022,Elec- Residential,N,2468,993071,402,2022-11-01
93204,12,2022,Elec- Residential,N,2470,1271762,515,2022-12-01
93204,1,2023,Elec- Residential,N,2473,1171826,474,2023-01-01
93204,2,2023,Elec- Residential,N,2473,1022801,414,2023-02-01
93204,3,2023,Elec- Residential,N,2476,1005647,406,2023-03-01
93204,4,2023,Elec- Residential,N,2490,904105,363,2023-04-01
93204,4,2023,Elec- Residential,N,2490,904105,363,2023-04-01
93204,5,2023,Elec- Residential,N,2492,1192991,479,2023-05-01
93204,5,2023,Elec- Residential,N,2492,1192991,479,2023-05-01
93204,6,2023,Elec- Residential,N,2495,1437427,576,2023-06-01
93204,6,2023,Elec- Residential,N,2495,1437427,576,2023-06-01
93204,7,2023,Elec- Residential,N,2509,2434064,970,2023-07-01
93204,8,2023,Elec- Residential,N,2506,2119749,846,2023-08-01
93204,9,2023,Elec- Residential,N,2509,1526027,608,2023-09-01
93204,10,2023,Elec- Residential,N,2510,1148241,457,2023-10-01
93204,11,2023,Elec- Residential,N,2512,910539,362,2023-11-01
93204,12,2023,Elec- Residential,N,2507,1113898,444,2023-12-01
93204,1,2024,Elec- Residential,N,2517,1116118,443,2024-01-01
93204,2,2024,Elec- Residential,N,2521,949467,377,2024-02-01
93204,3,2024,Elec- Residential,N,2525,872089,345,2024-03-01
93204,4,2024,Elec- Residential,N,2529,852723,337,2024-04-01
93204,4,2024,Elec- Residential,N,2529,852723,337,2024-04-01
93204,5,2024,Elec- Residential,N,2540,1234331,486,2024-05-01
93204,5,2024,Elec- Residential,N,2540,1234331,486,2024-05-01
93204,6,2024,Elec- Residential,N,2542,2007498,790,2024-06-01
93204,6,2024,Elec- Residential,N,2542,2007498,790,2024-06-01
93204,7,2024,Elec- Residential,N,2544,2821856,"1,109",2024-07-01
93204,8,2024,Elec- Residential,N,2541,2254397,887,2024-08-01
93204,9,2024,Elec- Residential,N,2544,1767145,695,2024-09-01
93204,10,2024,Elec- Residential,N,2536,1336531,527,2024-10-01
93204,11,2024,Elec- Residential,N,2531,918809,363,2024-11-01
93204,12,2024,Elec- Residential,N,2533,1096515,433,2024-12-01
93204,1,2025,Elec- Residential,N,2536,1101630,434,2025-01-01
93204,2,2025,Elec- Residential,N,2535,861914,340,2025-02-01
93204,3,2025,Elec- Residential,N,2530,867563,343,2025-03-01
93204,4,2025,Elec- Residential,N,2543,855804,337,2025-04-01
93204,5,2025,Elec- Residential,N,2539,1240382,489,2025-05-01
93204,6,2025,Elec- Residential,N,2540,1837383,723,2025-06-01
93204,7,2025,Elec- Residential,N,2540,2123579,836,2025-07-01
93204,8,2025,Elec- Residential,N,2544,2258825,888,2025-08-01
93204,9,2025,Elec- Residential,N,2547,1698137,667,2025-09-01
93204,10,2025,Elec- Residential,N,2555,937093,367,2025-10-01
93204,11,2025,Elec- Residential,N,2560,925061,361,2025-11-01
93204,12,2025,Elec- Residential,N,2563,1236485,482,2025-12-01
93204,1,2026,Elec- Residential,N,2566,1080854,421,2026-01-01
93204,2,2026,Elec- Residential,N,2560,846060,330,2026-02-01
93204,3,2026,Elec- Residential,N,2547,925299,363,2026-03-01
93206,1,2020,Elec- Residential,N,533,345521,648,2020-01-01
93206,2,2020,Elec- Residential,N,533,256433,481,2020-02-01
93206,3,2020,Elec- Residential,N,536,243557,454,2020-03-01
93206,4,2020,Elec- Residential,N,535,257919,482,2020-04-01
93206,5,2020,Elec- Residential,N,539,386784,718,2020-05-01
93206,6,2020,Elec- Residential,N,537,529464,986,2020-06-01
93206,7,2020,Elec- Residential,N,538,688771,"1,280",2020-07-01
93206,8,2020,Elec- Residential,N,537,724945,"1,350",2020-08-01
93206,9,2020,Elec- Residential,N,539,509549,945,2020-09-01
93206,10,2020,Elec- Residential,N,539,346774,643,2020-10-01
93206,11,2020,Elec- Residential,N,541,310402,574,2020-11-01
93206,12,2020,Elec- Residential,N,540,400897,742,2020-12-01
93206,1,2021,Elec- Residential,N,537,359382,669,2021-01-01
93206,2,2021,Elec- Residential,N,541,262124,485,2021-02-01
93206,3,2021,Elec- Residential,N,539,269224,499,2021-03-01
93206,4,2021,Elec- Residential,N,542,279653,516,2021-04-01
93206,5,2021,Elec- Residential,N,542,429938,793,2021-05-01
93206,6,2021,Elec- Residential,N,543,647410,"1,192",2021-06-01
93206,7,2021,Elec- Residential,N,541,823483,"1,522",2021-07-01
93206,8,2021,Elec- Residential,N,540,723001,"1,339",2021-08-01
93206,9,2021,Elec- Residential,N,540,524455,971,2021-09-01
93206,10,2021,Elec- Residential,N,540,285878,529,2021-10-01
93206,11,2021,Elec- Residential,N,540,291553,540,2021-11-01
93206,12,2021,Elec- Residential,N,541,402352,744,2021-12-01
93206,1,2022,Elec- Residential,N,541,377497,698,2022-01-01
93206,2,2022,Elec- Residential,N,540,297738,551,2022-02-01
93206,3,2022,Elec- Residential,N,542,278616,514,2022-03-01
93206,4,2022,Elec- Residential,N,538,259796,483,2022-04-01
93206,5,2022,Elec- Residential,N,538,376654,700,2022-05-01
93206,6,2022,Elec- Residential,N,540,582317,"1,078",2022-06-01
93206,7,2022,Elec- Residential,N,541,733392,"1,356",2022-07-01
93206,8,2022,Elec- Residential,N,541,763990,"1,412",2022-08-01
93206,9,2022,Elec- Residential,N,541,582755,"1,077",2022-09-01
93206,10,2022,Elec- Residential,N,541,361254,668,2022-10-01
93206,11,2022,Elec- Residential,N,539,326278,605,2022-11-01
93206,12,2022,Elec- Residential,N,537,419171,781,2022-12-01
93206,1,2023,Elec- Residential,N,529,369567,699,2023-01-01
93206,2,2023,Elec- Residential,N,529,321757,608,2023-02-01
93206,3,2023,Elec- Residential,N,532,304437,572,2023-03-01
93206,4,2023,Elec- Residential,N,528,271536,514,2023-04-01
93206,4,2023,Elec- Residential,N,528,271536,514,2023-04-01
93206,5,2023,Elec- Residential,N,532,366412,689,2023-05-01
93206,5,2023,Elec- Residential,N,532,366412,689,2023-05-01
93206,6,2023,Elec- Residential,N,529,431172,815,2023-06-01
93206,6,2023,Elec- Residential,N,529,431172,815,2023-06-01
93206,7,2023,Elec- Residential,N,529,735036,"1,389",2023-07-01
93206,8,2023,Elec- Residential,N,527,630839,"1,197",2023-08-01
93206,9,2023,Elec- Residential,N,526,445082,846,2023-09-01
93206,10,2023,Elec- Residential,N,520,318731,613,2023-10-01
93206,11,2023,Elec- Residential,N,519,281881,543,2023-11-01
93206,12,2023,Elec- Residential,N,520,359943,692,2023-12-01
93206,1,2024,Elec- Residential,N,524,349694,667,2024-01-01
93206,2,2024,Elec- Residential,N,521,275982,530,2024-02-01
93206,3,2024,Elec- Residential,N,522,253660,486,2024-03-01
93206,4,2024,Elec- Residential,N,524,257182,491,2024-04-01
93206,4,2024,Elec- Residential,N,524,257182,491,2024-04-01
93206,5,2024,Elec- Residential,N,522,362563,695,2024-05-01
93206,5,2024,Elec- Residential,N,522,362563,695,2024-05-01
93206,6,2024,Elec- Residential,N,526,603923,"1,148",2024-06-01
93206,6,2024,Elec- Residential,N,526,603923,"1,148",2024-06-01
93206,7,2024,Elec- Residential,N,522,816498,"1,564",2024-07-01
93206,8,2024,Elec- Residential,N,518,646002,"1,247",2024-08-01
93206,9,2024,Elec- Residential,N,515,499780,970,2024-09-01
93206,10,2024,Elec- Residential,N,517,402799,779,2024-10-01
93206,11,2024,Elec- Residential,N,516,339571,658,2024-11-01
93206,12,2024,Elec- Residential,N,514,361243,703,2024-12-01
93206,1,2025,Elec- Residential,N,519,367696,708,2025-01-01
93206,2,2025,Elec- Residential,N,519,259698,500,2025-02-01
93206,3,2025,Elec- Residential,N,520,260596,501,2025-03-01
93206,4,2025,Elec- Residential,N,524,253218,483,2025-04-01
93206,5,2025,Elec- Residential,N,527,377008,715,2025-05-01
93206,6,2025,Elec- Residential,N,527,554242,"1,052",2025-06-01
93206,7,2025,Elec- Residential,N,523,621513,"1,188",2025-07-01
93206,8,2025,Elec- Residential,N,525,646379,"1,231",2025-08-01
93206,9,2025,Elec- Residential,N,523,490507,938,2025-09-01
93206,10,2025,Elec- Residential,N,523,266301,509,2025-10-01
93206,11,2025,Elec- Residential,N,522,274527,526,2025-11-01
93206,12,2025,Elec- Residential,N,521,383297,736,2025-12-01
93206,1,2026,Elec- Residential,N,522,352973,676,2026-01-01
93206,2,2026,Elec- Residential,N,520,257748,496,2026-02-01
93206,3,2026,Elec- Residential,N,520,270837,521,2026-03-01
93210,1,2020,Elec- Residential,N,4415,2140786,485,2020-01-01
93210,2,2020,Elec- Residential,N,4418,1644050,372,2020-02-01
93210,3,2020,Elec- Residential,N,4426,1683937,380,2020-03-01
93210,4,2020,Elec- Residential,N,4440,1683267,379,2020-04-01
93210,5,2020,Elec- Residential,N,4463,2425382,543,2020-05-01
93210,6,2020,Elec- Residential,N,4465,3446705,772,2020-06-01
93210,7,2020,Elec- Residential,N,4482,4577436,"1,021",2020-07-01
93210,8,2020,Elec- Residential,N,4490,4839439,"1,078",2020-08-01
93210,9,2020,Elec- Residential,N,4488,3510533,782,2020-09-01
93210,10,2020,Elec- Residential,N,4502,2443168,543,2020-10-01
93210,11,2020,Elec- Residential,N,4520,1969032,436,2020-11-01
93210,12,2020,Elec- Residential,N,4524,2455995,543,2020-12-01
93210,1,2021,Elec- Residential,N,4522,2244495,496,2021-01-01
93210,2,2021,Elec- Residential,N,4527,1633374,361,2021-02-01
93210,3,2021,Elec- Residential,N,4542,1560959,344,2021-03-01
93210,4,2021,Elec- Residential,N,4542,1990520,438,2021-04-01
93210,5,2021,Elec- Residential,N,4547,2935787,646,2021-05-01
93210,6,2021,Elec- Residential,N,4537,4342111,957,2021-06-01
93210,7,2021,Elec- Residential,N,4534,5649794,"1,246",2021-07-01
93210,8,2021,Elec- Residential,N,4529,5008730,"1,106",2021-08-01
93210,9,2021,Elec- Residential,N,4526,3760915,831,2021-09-01
93210,10,2021,Elec- Residential,N,4527,2162958,478,2021-10-01
93210,11,2021,Elec- Residential,N,4523,1988877,440,2021-11-01
93210,12,2021,Elec- Residential,N,4513,2641896,585,2021-12-01
93210,1,2022,Elec- Residential,N,4512,2384289,528,2022-01-01
93210,2,2022,Elec- Residential,N,4513,1967151,436,2022-02-01
93210,3,2022,Elec- Residential,N,4504,1955155,434,2022-03-01
93210,4,2022,Elec- Residential,N,4508,1866379,414,2022-04-01
93210,5,2022,Elec- Residential,N,4509,2650253,588,2022-05-01
93210,6,2022,Elec- Residential,N,4523,3963011,876,2022-06-01
93210,7,2022,Elec- Residential,N,4529,5115690,"1,130",2022-07-01
93210,8,2022,Elec- Residential,N,4526,5288778,"1,169",2022-08-01
93210,9,2022,Elec- Residential,N,4522,4080038,902,2022-09-01
93210,10,2022,Elec- Residential,N,4527,2674589,591,2022-10-01
93210,11,2022,Elec- Residential,N,4518,2157640,478,2022-11-01
93210,12,2022,Elec- Residential,N,4516,2629592,582,2022-12-01
93210,1,2023,Elec- Residential,N,4526,2428134,536,2023-01-01
93210,2,2023,Elec- Residential,N,4527,2110137,466,2023-02-01
93210,3,2023,Elec- Residential,N,4518,2091778,463,2023-03-01
93210,4,2023,Elec- Residential,N,4509,1917984,425,2023-04-01
93210,4,2023,Elec- Residential,N,4509,1917984,425,2023-04-01
93210,5,2023,Elec- Residential,N,4504,2437735,541,2023-05-01
93210,5,2023,Elec- Residential,N,4504,2437735,541,2023-05-01
93210,6,2023,Elec- Residential,N,4509,2928557,649,2023-06-01
93210,6,2023,Elec- Residential,N,4509,2928557,649,2023-06-01
93210,7,2023,Elec- Residential,N,4511,4976830,"1,103",2023-07-01
93210,8,2023,Elec- Residential,N,4512,4441765,984,2023-08-01
93210,9,2023,Elec- Residential,N,4501,3099434,689,2023-09-01
93210,10,2023,Elec- Residential,N,4502,2335350,519,2023-10-01
93210,11,2023,Elec- Residential,N,4498,1983654,441,2023-11-01
93210,12,2023,Elec- Residential,N,4492,2381432,530,2023-12-01
93210,1,2024,Elec- Residential,N,4500,2282819,507,2024-01-01
93210,2,2024,Elec- Residential,N,4499,1981921,441,2024-02-01
93210,3,2024,Elec- Residential,N,4499,1861240,414,2024-03-01
93210,4,2024,Elec- Residential,N,4496,1815584,404,2024-04-01
93210,4,2024,Elec- Residential,N,4496,1815584,404,2024-04-01
93210,5,2024,Elec- Residential,N,4504,2478398,550,2024-05-01
93210,5,2024,Elec- Residential,N,4504,2478398,550,2024-05-01
93210,6,2024,Elec- Residential,N,4516,3952070,875,2024-06-01
93210,6,2024,Elec- Residential,N,4516,3952070,875,2024-06-01
93210,7,2024,Elec- Residential,N,4544,5546220,"1,221",2024-07-01
93210,8,2024,Elec- Residential,N,4547,4448848,978,2024-08-01
93210,9,2024,Elec- Residential,N,4561,3467850,760,2024-09-01
93210,10,2024,Elec- Residential,N,4561,2670829,586,2024-10-01
93210,11,2024,Elec- Residential,N,4557,1990274,437,2024-11-01
93210,12,2024,Elec- Residential,N,4562,2340811,513,2024-12-01
93210,1,2025,Elec- Residential,N,4564,2365791,518,2025-01-01
93210,2,2025,Elec- Residential,N,4570,1854190,406,2025-02-01
93210,3,2025,Elec- Residential,N,4581,1886305,412,2025-03-01
93210,4,2025,Elec- Residential,N,4602,1803463,392,2025-04-01
93210,5,2025,Elec- Residential,N,4598,2554180,555,2025-05-01
93210,6,2025,Elec- Residential,N,4607,3730733,810,2025-06-01
93210,7,2025,Elec- Residential,N,4611,4292298,931,2025-07-01
93210,8,2025,Elec- Residential,N,4616,4623397,"1,002",2025-08-01
93210,9,2025,Elec- Residential,N,4615,3470840,752,2025-09-01
93210,10,2025,Elec- Residential,N,4622,2009538,435,2025-10-01
93210,11,2025,Elec- Residential,N,4625,2014928,436,2025-11-01
93210,12,2025,Elec- Residential,N,4617,2565447,556,2025-12-01
93210,1,2026,Elec- Residential,N,4632,2338416,505,2026-01-01
93210,2,2026,Elec- Residential,N,4626,1845484,399,2026-02-01
93210,3,2026,Elec- Residential,N,4629,1998330,432,2026-03-01
93212,1,2020,Elec- Residential,Y,4364,2210212,506,2020-01-01
93212,2,2020,Elec- Residential,Y,4375,1726941,395,2020-02-01
93212,3,2020,Elec- Residential,Y,4379,1672330,382,2020-03-01
93212,4,2020,Elec- Residential,N,4296,1722675,401,2020-04-01
93212,5,2020,Elec- Residential,N,4299,2599791,605,2020-05-01
93212,6,2020,Elec- Residential,N,4313,3544963,822,2020-06-01
93212,7,2020,Elec- Residential,N,4317,4557406,"1,056",2020-07-01
93212,8,2020,Elec- Residential,N,4317,4789102,"1,109",2020-08-01
