ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH,DATE
93932,11,2022,Elec- Residential,N,274,187588,685,2022-11-01
93932,12,2022,Elec- Residential,N,273,220884,809,2022-12-01
93932,1,2023,Elec- Residential,N,273,219469,804,2023-01-01
93932,2,2023,Elec- Residential,N,272,197852,727,2023-02-01
93932,3,2023,Elec- Residential,N,272,199106,732,2023-03-01
93932,4,2023,Elec- Residential,N,272,151188,556,2023-04-01
93932,4,2023,Elec- Residential,N,272,151188,556,2023-04-01
93932,5,2023,Elec- Residential,N,273,153454,562,2023-05-01
93932,5,2023,Elec- Residential,N,273,153454,562,2023-05-01
93932,6,2023,Elec- Residential,N,272,149587,550,2023-06-01
93932,6,2023,Elec- Residential,N,272,149587,550,2023-06-01
93932,7,2023,Elec- Residential,N,274,235380,859,2023-07-01
93932,8,2023,Elec- Residential,N,276,211594,767,2023-08-01
93932,9,2023,Elec- Residential,N,275,159736,581,2023-09-01
93932,10,2023,Elec- Residential,N,279,157934,566,2023-10-01
93932,11,2023,Elec- Residential,N,277,174236,629,2023-11-01
93932,12,2023,Elec- Residential,N,278,200733,722,2023-12-01
93932,1,2024,Elec- Residential,N,279,198549,712,2024-01-01
93932,2,2024,Elec- Residential,N,278,180210,648,2024-02-01
93932,3,2024,Elec- Residential,N,279,171952,616,2024-03-01
93932,4,2024,Elec- Residential,N,276,148577,538,2024-04-01
93932,4,2024,Elec- Residential,N,276,148577,538,2024-04-01
93932,5,2024,Elec- Residential,N,278,151850,546,2024-05-01
93932,5,2024,Elec- Residential,N,278,151850,546,2024-05-01
93932,6,2024,Elec- Residential,N,278,187737,675,2024-06-01
93932,6,2024,Elec- Residential,N,278,187737,675,2024-06-01
93932,7,2024,Elec- Residential,N,276,273039,989,2024-07-01
93932,8,2024,Elec- Residential,N,278,230430,829,2024-08-01
93932,9,2024,Elec- Residential,N,279,185429,665,2024-09-01
93932,10,2024,Elec- Residential,N,275,170330,619,2024-10-01
93932,11,2024,Elec- Residential,N,274,182692,667,2024-11-01
93932,12,2024,Elec- Residential,N,274,195853,715,2024-12-01
93932,1,2025,Elec- Residential,N,273,211637,775,2025-01-01
93932,2,2025,Elec- Residential,N,274,162559,593,2025-02-01
93932,3,2025,Elec- Residential,N,274,171662,627,2025-03-01
93932,4,2025,Elec- Residential,N,274,144534,527,2025-04-01
93932,5,2025,Elec- Residential,N,275,156311,568,2025-05-01
93932,6,2025,Elec- Residential,N,274,177006,646,2025-06-01
93932,7,2025,Elec- Residential,N,274,195462,713,2025-07-01
93932,8,2025,Elec- Residential,N,275,222910,811,2025-08-01
93932,9,2025,Elec- Residential,N,273,181599,665,2025-09-01
93932,10,2025,Elec- Residential,N,274,148228,541,2025-10-01
93932,11,2025,Elec- Residential,N,276,168553,611,2025-11-01
93932,12,2025,Elec- Residential,N,279,198131,710,2025-12-01
93932,1,2026,Elec- Residential,N,278,196662,707,2026-01-01
93932,2,2026,Elec- Residential,N,279,169041,606,2026-02-01
93932,3,2026,Elec- Residential,N,277,154337,557,2026-03-01
93933,1,2020,Elec- Residential,N,8684,3694037,425,2020-01-01
93933,2,2020,Elec- Residential,N,8693,3253361,374,2020-02-01
93933,3,2020,Elec- Residential,N,8700,3417050,393,2020-03-01
93933,4,2020,Elec- Residential,N,8718,3243498,372,2020-04-01
93933,5,2020,Elec- Residential,N,8714,3021455,347,2020-05-01
93933,6,2020,Elec- Residential,N,8732,2838975,325,2020-06-01
93933,7,2020,Elec- Residential,N,8775,2995973,341,2020-07-01
93933,8,2020,Elec- Residential,N,8780,3127562,356,2020-08-01
93933,9,2020,Elec- Residential,N,8811,3098681,352,2020-09-01
93933,10,2020,Elec- Residential,N,8868,3259844,368,2020-10-01
93933,11,2020,Elec- Residential,N,8886,3684958,415,2020-11-01
93933,12,2020,Elec- Residential,N,8893,4328578,487,2020-12-01
93933,1,2021,Elec- Residential,N,8904,4129226,464,2021-01-01
93933,2,2021,Elec- Residential,N,8924,3475148,389,2021-02-01
93933,3,2021,Elec- Residential,N,8952,3635520,406,2021-03-01
93933,4,2021,Elec- Residential,N,8958,3442159,384,2021-04-01
93933,5,2021,Elec- Residential,N,8963,3430660,383,2021-05-01
93933,6,2021,Elec- Residential,N,8969,3108216,347,2021-06-01
93933,7,2021,Elec- Residential,N,8999,3202962,356,2021-07-01
93933,8,2021,Elec- Residential,N,9011,3248699,361,2021-08-01
93933,9,2021,Elec- Residential,N,9027,3168902,351,2021-09-01
93933,10,2021,Elec- Residential,N,9033,3391425,375,2021-10-01
93933,11,2021,Elec- Residential,N,9013,3483909,387,2021-11-01
93933,12,2021,Elec- Residential,N,9004,4310278,479,2021-12-01
93933,1,2022,Elec- Residential,N,9050,4025576,445,2022-01-01
93933,2,2022,Elec- Residential,N,9054,3533786,390,2022-02-01
93933,3,2022,Elec- Residential,N,9077,3640593,401,2022-03-01
93933,4,2022,Elec- Residential,N,9080,3317148,365,2022-04-01
93933,5,2022,Elec- Residential,N,9111,3313475,364,2022-05-01
93933,6,2022,Elec- Residential,N,9135,3049144,334,2022-06-01
93933,7,2022,Elec- Residential,N,9166,3186059,348,2022-07-01
93933,8,2022,Elec- Residential,N,9192,3204268,349,2022-08-01
93933,9,2022,Elec- Residential,N,9221,3147418,341,2022-09-01
93933,10,2022,Elec- Residential,N,9229,3431645,372,2022-10-01
93933,11,2022,Elec- Residential,N,9250,3875477,419,2022-11-01
93933,12,2022,Elec- Residential,N,9280,4444512,479,2022-12-01
93933,1,2023,Elec- Residential,N,9289,4210090,453,2023-01-01
93933,2,2023,Elec- Residential,N,9307,3887610,418,2023-02-01
93933,3,2023,Elec- Residential,N,9324,3995337,429,2023-03-01
93933,4,2023,Elec- Residential,N,9338,3487987,374,2023-04-01
93933,4,2023,Elec- Residential,N,9338,3487987,374,2023-04-01
93933,5,2023,Elec- Residential,N,9350,3405042,364,2023-05-01
93933,5,2023,Elec- Residential,N,9350,3405042,364,2023-05-01
93933,6,2023,Elec- Residential,N,9324,3145812,337,2023-06-01
93933,6,2023,Elec- Residential,N,9324,3145812,337,2023-06-01
93933,7,2023,Elec- Residential,N,9341,3212722,344,2023-07-01
93933,8,2023,Elec- Residential,N,9348,3251425,348,2023-08-01
93933,9,2023,Elec- Residential,N,9362,3203761,342,2023-09-01
93933,10,2023,Elec- Residential,N,9374,3403411,363,2023-10-01
93933,11,2023,Elec- Residential,N,9391,3675149,391,2023-11-01
93933,12,2023,Elec- Residential,N,9401,4180288,445,2023-12-01
93933,1,2024,Elec- Residential,N,9424,4142476,440,2024-01-01
93933,2,2024,Elec- Residential,N,9444,3715358,393,2024-02-01
93933,3,2024,Elec- Residential,N,9473,3687038,389,2024-03-01
93933,4,2024,Elec- Residential,N,9487,3429279,361,2024-04-01
93933,4,2024,Elec- Residential,N,9487,3429279,361,2024-04-01
93933,5,2024,Elec- Residential,N,9520,3423112,360,2024-05-01
93933,5,2024,Elec- Residential,N,9520,3423112,360,2024-05-01
93933,6,2024,Elec- Residential,N,9513,3217015,338,2024-06-01
93933,6,2024,Elec- Residential,N,9513,3217015,338,2024-06-01
93933,7,2024,Elec- Residential,N,9515,3279298,345,2024-07-01
93933,8,2024,Elec- Residential,N,9544,3320673,348,2024-08-01
93933,9,2024,Elec- Residential,N,9533,3300104,346,2024-09-01
93933,10,2024,Elec- Residential,N,9546,3506708,367,2024-10-01
93933,11,2024,Elec- Residential,N,9593,3917404,408,2024-11-01
93933,12,2024,Elec- Residential,N,9607,4199832,437,2024-12-01
93933,1,2025,Elec- Residential,N,9632,4398789,457,2025-01-01
93933,2,2025,Elec- Residential,N,9641,3744238,388,2025-02-01
93933,3,2025,Elec- Residential,N,9661,3943206,408,2025-03-01
93933,4,2025,Elec- Residential,N,9691,3571444,369,2025-04-01
93933,5,2025,Elec- Residential,N,9698,3499774,361,2025-05-01
93933,6,2025,Elec- Residential,N,9724,3332435,343,2025-06-01
93933,7,2025,Elec- Residential,N,9740,3410623,350,2025-07-01
93933,8,2025,Elec- Residential,N,9751,3458816,355,2025-08-01
93933,9,2025,Elec- Residential,N,9781,3466553,354,2025-09-01
93933,10,2025,Elec- Residential,N,9805,3652919,373,2025-10-01
93933,11,2025,Elec- Residential,N,9808,3949672,403,2025-11-01
93933,12,2025,Elec- Residential,N,9825,4387753,447,2025-12-01
93933,1,2026,Elec- Residential,N,9806,4285402,437,2026-01-01
93933,2,2026,Elec- Residential,N,9817,3770043,384,2026-02-01
93933,3,2026,Elec- Residential,N,9833,3662237,372,2026-03-01
93940,1,2020,Elec- Residential,Y,13490,5831101,432,2020-01-01
93940,2,2020,Elec- Residential,Y,13498,5006783,371,2020-02-01
93940,3,2020,Elec- Residential,Y,13484,5368301,398,2020-03-01
93940,4,2020,Elec- Residential,N,13438,4853222,361,2020-04-01
93940,5,2020,Elec- Residential,N,13419,4294077,320,2020-05-01
93940,6,2020,Elec- Residential,N,13444,3955187,294,2020-06-01
93940,7,2020,Elec- Residential,N,13452,4133273,307,2020-07-01
93940,8,2020,Elec- Residential,N,13456,4333274,322,2020-08-01
93940,9,2020,Elec- Residential,N,13455,4270063,317,2020-09-01
93940,10,2020,Elec- Residential,N,13479,4562250,338,2020-10-01
93940,11,2020,Elec- Residential,N,13473,5487444,407,2020-11-01
93940,12,2020,Elec- Residential,N,13485,6460700,479,2020-12-01
93940,1,2021,Elec- Residential,N,13505,6149385,455,2021-01-01
93940,2,2021,Elec- Residential,N,13514,5160701,382,2021-02-01
93940,3,2021,Elec- Residential,N,13502,5389093,399,2021-03-01
93940,4,2021,Elec- Residential,N,13524,4870286,360,2021-04-01
93940,5,2021,Elec- Residential,N,13526,4717912,349,2021-05-01
93940,6,2021,Elec- Residential,N,13502,4186674,310,2021-06-01
93940,7,2021,Elec- Residential,N,13507,4319731,320,2021-07-01
93940,8,2021,Elec- Residential,N,13488,4325422,321,2021-08-01
93940,9,2021,Elec- Residential,N,13512,4201062,311,2021-09-01
93940,10,2021,Elec- Residential,N,13508,4601504,341,2021-10-01
93940,11,2021,Elec- Residential,N,13444,4853884,361,2021-11-01
93940,12,2021,Elec- Residential,N,13407,6284489,469,2021-12-01
93940,1,2022,Elec- Residential,N,13468,5810275,431,2022-01-01
93940,2,2022,Elec- Residential,N,13468,4993773,371,2022-02-01
93940,3,2022,Elec- Residential,N,13476,5124673,380,2022-03-01
93940,4,2022,Elec- Residential,N,13481,4604767,342,2022-04-01
93940,5,2022,Elec- Residential,N,13486,4462763,331,2022-05-01
93940,6,2022,Elec- Residential,N,13470,4016393,298,2022-06-01
93940,7,2022,Elec- Residential,N,13476,4167452,309,2022-07-01
93940,8,2022,Elec- Residential,N,13476,4180361,310,2022-08-01
93940,9,2022,Elec- Residential,N,13465,4112317,305,2022-09-01
93940,10,2022,Elec- Residential,N,13465,4540798,337,2022-10-01
93940,11,2022,Elec- Residential,N,13462,5482668,407,2022-11-01
93940,12,2022,Elec- Residential,N,13426,6338236,472,2022-12-01
93940,1,2023,Elec- Residential,N,13467,6060737,450,2023-01-01
93940,2,2023,Elec- Residential,N,13470,5643746,419,2023-02-01
93940,3,2023,Elec- Residential,N,13473,5527089,410,2023-03-01
93940,4,2023,Elec- Residential,N,13489,4800650,356,2023-04-01
93940,4,2023,Elec- Residential,N,13489,4800650,356,2023-04-01
93940,5,2023,Elec- Residential,N,13497,4602965,341,2023-05-01
93940,5,2023,Elec- Residential,N,13497,4602965,341,2023-05-01
93940,6,2023,Elec- Residential,N,13485,4206630,312,2023-06-01
93940,6,2023,Elec- Residential,N,13485,4206630,312,2023-06-01
93940,7,2023,Elec- Residential,N,13469,4195923,312,2023-07-01
93940,8,2023,Elec- Residential,N,13465,4186862,311,2023-08-01
93940,9,2023,Elec- Residential,N,13469,4102071,305,2023-09-01
93940,10,2023,Elec- Residential,N,13462,4427248,329,2023-10-01
93940,11,2023,Elec- Residential,N,13456,4887593,363,2023-11-01
93940,12,2023,Elec- Residential,N,13425,5717967,426,2023-12-01
93940,1,2024,Elec- Residential,N,13429,5757642,429,2024-01-01
93940,2,2024,Elec- Residential,N,13434,4944652,368,2024-02-01
93940,3,2024,Elec- Residential,N,13437,4992258,372,2024-03-01
93940,4,2024,Elec- Residential,N,13428,4558881,340,2024-04-01
93940,4,2024,Elec- Residential,N,13428,4558881,340,2024-04-01
93940,5,2024,Elec- Residential,N,13442,4427881,329,2024-05-01
93940,5,2024,Elec- Residential,N,13442,4427881,329,2024-05-01
93940,6,2024,Elec- Residential,N,13443,4083432,304,2024-06-01
93940,6,2024,Elec- Residential,N,13443,4083432,304,2024-06-01
93940,7,2024,Elec- Residential,N,13436,4174932,311,2024-07-01
93940,8,2024,Elec- Residential,N,13450,4192578,312,2024-08-01
93940,9,2024,Elec- Residential,N,13455,4117681,306,2024-09-01
93940,10,2024,Elec- Residential,N,13450,4449834,331,2024-10-01
93940,11,2024,Elec- Residential,N,13449,5195354,386,2024-11-01
93940,12,2024,Elec- Residential,N,13429,5668575,422,2024-12-01
93940,1,2025,Elec- Residential,N,13450,6017705,447,2025-01-01
93940,2,2025,Elec- Residential,N,13446,4986520,371,2025-02-01
93940,3,2025,Elec- Residential,N,13439,5125122,381,2025-03-01
93940,4,2025,Elec- Residential,N,13444,4550591,338,2025-04-01
93940,5,2025,Elec- Residential,N,13441,4350251,324,2025-05-01
93940,6,2025,Elec- Residential,N,13424,4067480,303,2025-06-01
93940,7,2025,Elec- Residential,N,13407,4148533,309,2025-07-01
93940,8,2025,Elec- Residential,N,13413,4154616,310,2025-08-01
93940,9,2025,Elec- Residential,N,13429,4062280,303,2025-09-01
93940,10,2025,Elec- Residential,N,13428,4375753,326,2025-10-01
93940,11,2025,Elec- Residential,N,13427,4932498,367,2025-11-01
93940,12,2025,Elec- Residential,N,13429,5509159,410,2025-12-01
93940,1,2026,Elec- Residential,N,13425,5452837,406,2026-01-01
93940,2,2026,Elec- Residential,N,13415,4695187,350,2026-02-01
93940,3,2026,Elec- Residential,N,13425,4396445,327,2026-03-01
93950,1,2020,Elec- Residential,N,7327,2798749,382,2020-01-01
93950,2,2020,Elec- Residential,N,7332,2432205,332,2020-02-01
93950,3,2020,Elec- Residential,N,7326,2608933,356,2020-03-01
93950,4,2020,Elec- Residential,N,7360,2427048,330,2020-04-01
93950,5,2020,Elec- Residential,N,7353,2209498,300,2020-05-01
93950,6,2020,Elec- Residential,N,7386,2082161,282,2020-06-01
93950,7,2020,Elec- Residential,Y,7390,2231776,302,2020-07-01
93950,8,2020,Elec- Residential,Y,7394,2265963,306,2020-08-01
93950,9,2020,Elec- Residential,Y,7410,2244451,303,2020-09-01
93950,10,2020,Elec- Residential,Y,7417,2368163,319,2020-10-01
93950,11,2020,Elec- Residential,Y,7414,2744080,370,2020-11-01
93950,12,2020,Elec- Residential,Y,7408,3176360,429,2020-12-01
93950,1,2021,Elec- Residential,Y,7410,3026179,408,2021-01-01
93950,2,2021,Elec- Residential,Y,7413,2572322,347,2021-02-01
93950,3,2021,Elec- Residential,Y,7409,2705000,365,2021-03-01
93950,4,2021,Elec- Residential,Y,7416,2476279,334,2021-04-01
93950,5,2021,Elec- Residential,Y,7416,2432191,328,2021-05-01
93950,6,2021,Elec- Residential,Y,7410,2135675,288,2021-06-01
93950,7,2021,Elec- Residential,Y,7415,2246622,303,2021-07-01
93950,8,2021,Elec- Residential,Y,7427,2233105,301,2021-08-01
93950,9,2021,Elec- Residential,Y,7407,2146353,290,2021-09-01
93950,10,2021,Elec- Residential,Y,7414,2301383,310,2021-10-01
93950,11,2021,Elec- Residential,Y,7416,2411547,325,2021-11-01
93950,12,2021,Elec- Residential,Y,7388,3063839,415,2021-12-01
93950,1,2022,Elec- Residential,Y,7403,2826030,382,2022-01-01
93950,2,2022,Elec- Residential,Y,7411,2419034,326,2022-02-01
93950,3,2022,Elec- Residential,Y,7401,2556476,345,2022-03-01
93950,4,2022,Elec- Residential,Y,7403,2301280,311,2022-04-01
93950,5,2022,Elec- Residential,Y,7404,2263119,306,2022-05-01
93950,6,2022,Elec- Residential,Y,7390,2037302,276,2022-06-01
93950,7,2022,Elec- Residential,Y,7399,2142913,290,2022-07-01
93950,8,2022,Elec- Residential,Y,7407,2143876,289,2022-08-01
93950,9,2022,Elec- Residential,Y,7401,2056042,278,2022-09-01
93950,10,2022,Elec- Residential,Y,7382,2318887,314,2022-10-01
93950,11,2022,Elec- Residential,Y,7386,2664542,361,2022-11-01
93950,12,2022,Elec- Residential,Y,7381,3030882,411,2022-12-01
93950,1,2023,Elec- Residential,Y,7398,2926529,396,2023-01-01
93950,2,2023,Elec- Residential,Y,7386,2670866,362,2023-02-01
93950,3,2023,Elec- Residential,Y,7394,2609112,353,2023-03-01
93950,4,2023,Elec- Residential,Y,7392,2390794,323,2023-04-01
93950,4,2023,Elec- Residential,Y,7392,2390794,323,2023-04-01
93950,5,2023,Elec- Residential,Y,7394,2314971,313,2023-05-01
93950,5,2023,Elec- Residential,Y,7394,2314971,313,2023-05-01
93950,6,2023,Elec- Residential,Y,7377,2125337,288,2023-06-01
93950,6,2023,Elec- Residential,Y,7377,2125337,288,2023-06-01
93950,7,2023,Elec- Residential,Y,7386,2186857,296,2023-07-01
93950,8,2023,Elec- Residential,Y,7383,2144603,290,2023-08-01
93950,9,2023,Elec- Residential,Y,7376,2070220,281,2023-09-01
93950,10,2023,Elec- Residential,Y,7364,2208728,300,2023-10-01
93950,11,2023,Elec- Residential,Y,7361,2405623,327,2023-11-01
93950,12,2023,Elec- Residential,Y,7356,2780895,378,2023-12-01
93950,1,2024,Elec- Residential,Y,7361,2787512,379,2024-01-01
93950,2,2024,Elec- Residential,Y,7368,2349927,319,2024-02-01
93950,3,2024,Elec- Residential,Y,7376,2467218,334,2024-03-01
93950,4,2024,Elec- Residential,Y,7378,2273734,308,2024-04-01
93950,4,2024,Elec- Residential,Y,7378,2273734,308,2024-04-01
93950,5,2024,Elec- Residential,Y,7374,2261000,307,2024-05-01
93950,5,2024,Elec- Residential,Y,7374,2261000,307,2024-05-01
93950,6,2024,Elec- Residential,Y,7382,2100806,285,2024-06-01
93950,6,2024,Elec- Residential,Y,7382,2100806,285,2024-06-01
93950,7,2024,Elec- Residential,Y,7389,2123699,287,2024-07-01
93950,8,2024,Elec- Residential,Y,7416,2161730,291,2024-08-01
93950,9,2024,Elec- Residential,Y,7410,2098232,283,2024-09-01
93950,10,2024,Elec- Residential,Y,7408,2217170,299,2024-10-01
93950,11,2024,Elec- Residential,Y,7429,2573276,346,2024-11-01
93950,12,2024,Elec- Residential,Y,7430,2818285,379,2024-12-01
93950,1,2025,Elec- Residential,Y,7418,2906926,392,2025-01-01
93950,2,2025,Elec- Residential,Y,7426,2455843,331,2025-02-01
93950,3,2025,Elec- Residential,Y,7424,2541113,342,2025-03-01
93950,4,2025,Elec- Residential,Y,7415,2276316,307,2025-04-01
93950,5,2025,Elec- Residential,Y,7415,2208147,298,2025-05-01
93950,6,2025,Elec- Residential,Y,7403,2103890,284,2025-06-01
93950,7,2025,Elec- Residential,Y,7401,2145150,290,2025-07-01
93950,8,2025,Elec- Residential,Y,7401,2136236,289,2025-08-01
93950,9,2025,Elec- Residential,Y,7403,2055025,278,2025-09-01
93950,10,2025,Elec- Residential,Y,7413,2205057,297,2025-10-01
93950,11,2025,Elec- Residential,Y,7402,2459792,332,2025-11-01
93950,12,2025,Elec- Residential,Y,7399,2702846,365,2025-12-01
93950,1,2026,Elec- Residential,Y,7403,2661906,360,2026-01-01
93950,2,2026,Elec- Residential,Y,7403,2312652,312,2026-02-01
93950,3,2026,Elec- Residential,Y,7416,2233712,301,2026-03-01
93953,1,2020,Elec- Residential,N,2763,2130606,771,2020-01-01
93953,2,2020,Elec- Residential,N,2766,1937841,701,2020-02-01
93953,3,2020,Elec- Residential,N,2769,2047484,739,2020-03-01
93953,4,2020,Elec- Residential,N,2773,1912471,690,2020-04-01
93953,5,2020,Elec- Residential,N,2774,1823414,657,2020-05-01
93953,6,2020,Elec- Residential,N,2781,1735279,624,2020-06-01
93953,7,2020,Elec- Residential,N,2778,1841878,663,2020-07-01
93953,8,2020,Elec- Residential,N,2777,1851834,667,2020-08-01
93953,9,2020,Elec- Residential,N,2781,1823064,656,2020-09-01
93953,10,2020,Elec- Residential,N,2787,1918492,688,2020-10-01
93953,11,2020,Elec- Residential,N,2786,2117314,760,2020-11-01
93953,12,2020,Elec- Residential,N,2782,2358700,848,2020-12-01
93953,1,2021,Elec- Residential,N,2784,2219788,797,2021-01-01
93953,2,2021,Elec- Residential,N,2783,1959452,704,2021-02-01
93953,3,2021,Elec- Residential,N,2783,2069181,744,2021-03-01
93953,4,2021,Elec- Residential,N,2778,1935001,697,2021-04-01
93953,5,2021,Elec- Residential,N,2781,1949925,701,2021-05-01
93953,6,2021,Elec- Residential,N,2780,1766108,635,2021-06-01
93953,7,2021,Elec- Residential,N,2780,1866103,671,2021-07-01
93953,8,2021,Elec- Residential,N,2780,1864907,671,2021-08-01
93953,9,2021,Elec- Residential,N,2784,1746012,627,2021-09-01
93953,10,2021,Elec- Residential,N,2781,1875702,674,2021-10-01
93953,11,2021,Elec- Residential,N,2778,1910276,688,2021-11-01
93953,12,2021,Elec- Residential,N,2776,2315096,834,2021-12-01
93953,1,2022,Elec- Residential,N,2775,2130069,768,2022-01-01
93953,2,2022,Elec- Residential,N,2779,1892288,681,2022-02-01
93953,3,2022,Elec- Residential,N,2780,1981775,713,2022-03-01
93953,4,2022,Elec- Residential,N,2778,1845360,664,2022-04-01
93953,5,2022,Elec- Residential,N,2780,1863671,670,2022-05-01
93953,6,2022,Elec- Residential,N,2781,1723585,620,2022-06-01
93953,7,2022,Elec- Residential,N,2782,1848907,665,2022-07-01
93953,8,2022,Elec- Residential,N,2779,1865502,671,2022-08-01
93953,9,2022,Elec- Residential,N,2781,1768143,636,2022-09-01
93953,10,2022,Elec- Residential,N,2784,1939107,697,2022-10-01
93953,11,2022,Elec- Residential,N,2785,2105330,756,2022-11-01
93953,12,2022,Elec- Residential,N,2785,2315296,831,2022-12-01
93953,1,2023,Elec- Residential,N,2781,2132397,767,2023-01-01
93953,2,2023,Elec- Residential,N,2782,2049744,737,2023-02-01
93953,3,2023,Elec- Residential,N,2782,1807469,650,2023-03-01
93953,4,2023,Elec- Residential,N,2786,1900872,682,2023-04-01
93953,4,2023,Elec- Residential,N,2786,1900872,682,2023-04-01
93953,5,2023,Elec- Residential,N,2787,1925719,691,2023-05-01
93953,5,2023,Elec- Residential,N,2787,1925719,691,2023-05-01
93953,6,2023,Elec- Residential,N,2786,1811896,650,2023-06-01
93953,6,2023,Elec- Residential,N,2786,1811896,650,2023-06-01
93953,7,2023,Elec- Residential,N,2784,1887875,678,2023-07-01
93953,8,2023,Elec- Residential,N,2787,1883988,676,2023-08-01
93953,9,2023,Elec- Residential,N,2786,1790245,643,2023-09-01
93953,10,2023,Elec- Residential,N,2786,1888116,678,2023-10-01
93953,11,2023,Elec- Residential,N,2786,1981037,711,2023-11-01
93953,12,2023,Elec- Residential,N,2783,2197506,790,2023-12-01
93953,1,2024,Elec- Residential,N,2786,2199545,789,2024-01-01
93953,2,2024,Elec- Residential,N,2793,1793787,642,2024-02-01
93953,3,2024,Elec- Residential,N,2792,2020418,724,2024-03-01
93953,4,2024,Elec- Residential,N,2791,1895212,679,2024-04-01
93953,4,2024,Elec- Residential,N,2791,1895212,679,2024-04-01
93953,5,2024,Elec- Residential,N,2787,1914045,687,2024-05-01
93953,5,2024,Elec- Residential,N,2787,1914045,687,2024-05-01
93953,6,2024,Elec- Residential,N,2789,1803113,647,2024-06-01
93953,6,2024,Elec- Residential,N,2789,1803113,647,2024-06-01
93953,7,2024,Elec- Residential,N,2788,1865863,669,2024-07-01
93953,8,2024,Elec- Residential,N,2789,1921066,689,2024-08-01
93953,9,2024,Elec- Residential,N,2790,1828468,655,2024-09-01
93953,10,2024,Elec- Residential,N,2792,1920726,688,2024-10-01
93953,11,2024,Elec- Residential,N,2788,2099091,753,2024-11-01
93953,12,2024,Elec- Residential,N,2786,2184961,784,2024-12-01
93953,1,2025,Elec- Residential,N,2791,2248449,806,2025-01-01
93953,2,2025,Elec- Residential,N,2793,1938187,694,2025-02-01
93953,3,2025,Elec- Residential,N,2799,2056519,735,2025-03-01
93953,4,2025,Elec- Residential,N,2798,1934720,691,2025-04-01
93953,5,2025,Elec- Residential,N,2803,1905074,680,2025-05-01
93953,6,2025,Elec- Residential,N,2811,1835976,653,2025-06-01
93953,7,2025,Elec- Residential,N,2814,1916511,681,2025-07-01
93953,8,2025,Elec- Residential,N,2815,1948969,692,2025-08-01
93953,9,2025,Elec- Residential,N,2814,1861670,662,2025-09-01
93953,10,2025,Elec- Residential,N,2812,1974240,702,2025-10-01
93953,11,2025,Elec- Residential,N,2815,2082512,740,2025-11-01
93953,12,2025,Elec- Residential,N,2823,2035075,721,2025-12-01
93953,1,2026,Elec- Residential,N,2826,2137536,756,2026-01-01
93953,2,2026,Elec- Residential,N,2826,1919607,679,2026-02-01
93953,3,2026,Elec- Residential,N,2822,1905560,675,2026-03-01
93954,1,2020,Elec- Residential,N,112,90746,810,2020-01-01
93954,2,2020,Elec- Residential,N,112,76370,682,2020-02-01
93954,3,2020,Elec- Residential,N,111,75554,681,2020-03-01
93954,4,2020,Elec- Residential,N,111,65464,590,2020-04-01
93954,5,2020,Elec- Residential,N,111,63882,576,2020-05-01
93954,6,2020,Elec- Residential,N,110,64316,585,2020-06-01
93954,7,2020,Elec- Residential,N,111,67615,609,2020-07-01
93954,8,2020,Elec- Residential,N,111,76226,687,2020-08-01
93954,9,2020,Elec- Residential,N,110,69945,636,2020-09-01
93954,10,2020,Elec- Residential,N,109,67857,623,2020-10-01
93954,11,2020,Elec- Residential,N,110,83826,762,2020-11-01
93954,12,2020,Elec- Residential,N,111,98738,890,2020-12-01
93954,1,2021,Elec- Residential,N,110,92448,840,2021-01-01
93954,2,2021,Elec- Residential,N,112,78602,702,2021-02-01
93954,3,2021,Elec- Residential,N,112,85170,760,2021-03-01
93954,4,2021,Elec- Residential,N,112,71523,639,2021-04-01
93954,5,2021,Elec- Residential,N,111,67543,608,2021-05-01
93954,6,2021,Elec- Residential,N,112,68655,613,2021-06-01
93954,7,2021,Elec- Residential,N,112,74339,664,2021-07-01
93954,8,2021,Elec- Residential,N,111,74646,672,2021-08-01
93954,9,2021,Elec- Residential,N,112,70393,629,2021-09-01
93954,10,2021,Elec- Residential,N,113,70545,624,2021-10-01
93954,11,2021,Elec- Residential,N,113,73040,646,2021-11-01
93954,12,2021,Elec- Residential,N,111,99871,900,2021-12-01
93954,1,2022,Elec- Residential,N,111,95325,859,2022-01-01
93954,2,2022,Elec- Residential,N,111,79649,718,2022-02-01
93954,3,2022,Elec- Residential,N,109,77008,706,2022-03-01
93954,4,2022,Elec- Residential,N,108,68836,637,2022-04-01
93954,5,2022,Elec- Residential,N,110,69464,631,2022-05-01
93954,6,2022,Elec- Residential,N,110,71511,650,2022-06-01
93954,7,2022,Elec- Residential,N,109,69595,638,2022-07-01
93954,8,2022,Elec- Residential,N,109,70612,648,2022-08-01
93954,9,2022,Elec- Residential,N,109,68594,629,2022-09-01
93954,10,2022,Elec- Residential,N,107,62222,582,2022-10-01
93954,11,2022,Elec- Residential,N,107,80597,753,2022-11-01
93954,12,2022,Elec- Residential,N,107,91381,854,2022-12-01
93954,1,2023,Elec- Residential,N,107,86696,810,2023-01-01
93954,2,2023,Elec- Residential,N,110,79403,722,2023-02-01
93954,3,2023,Elec- Residential,N,109,77275,709,2023-03-01
93954,4,2023,Elec- Residential,N,111,64839,584,2023-04-01
93954,4,2023,Elec- Residential,N,111,64839,584,2023-04-01
