ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93252,9,2025,Elec- Agricultural,Y,0,0,
93254,7,2025,Elec- Agricultural,Y,0,0,
93254,8,2025,Elec- Agricultural,Y,0,0,
93254,9,2025,Elec- Agricultural,Y,0,0,
93256,7,2025,Elec- Agricultural,Y,0,0,
93256,8,2025,Elec- Agricultural,Y,0,0,
93256,9,2025,Elec- Agricultural,Y,0,0,
93262,7,2025,Elec- Agricultural,Y,0,0,
93262,8,2025,Elec- Agricultural,Y,0,0,
93262,9,2025,Elec- Agricultural,Y,0,0,
93263,7,2025,Elec- Agricultural,Y,391,"34,560,253","88,389"
93263,8,2025,Elec- Agricultural,N,230,"25,184,476","109,498"
93263,9,2025,Elec- Agricultural,Y,0,0,
93266,7,2025,Elec- Agricultural,Y,0,0,
93266,8,2025,Elec- Agricultural,Y,0,0,
93266,9,2025,Elec- Agricultural,Y,0,0,
93268,7,2025,Elec- Agricultural,Y,0,0,
93268,8,2025,Elec- Agricultural,Y,0,0,
93268,9,2025,Elec- Agricultural,Y,0,0,
93272,7,2025,Elec- Agricultural,Y,0,0,
93272,8,2025,Elec- Agricultural,Y,0,0,
93272,9,2025,Elec- Agricultural,Y,0,0,
93274,7,2025,Elec- Agricultural,Y,0,0,
93274,8,2025,Elec- Agricultural,Y,0,0,
93274,9,2025,Elec- Agricultural,Y,0,0,
93276,7,2025,Elec- Agricultural,Y,0,0,
93276,8,2025,Elec- Agricultural,Y,0,0,
93276,9,2025,Elec- Agricultural,Y,0,0,
93277,7,2025,Elec- Agricultural,Y,0,0,
93277,8,2025,Elec- Agricultural,Y,0,0,
93277,9,2025,Elec- Agricultural,Y,0,0,
93280,7,2025,Elec- Agricultural,N,297,"40,452,726","136,204"
93280,8,2025,Elec- Agricultural,N,296,"36,242,969","122,442"
93280,9,2025,Elec- Agricultural,Y,525,"48,169,991","91,752"
93286,7,2025,Elec- Agricultural,Y,0,0,
93286,8,2025,Elec- Agricultural,Y,0,0,
93286,9,2025,Elec- Agricultural,Y,0,0,
93291,7,2025,Elec- Agricultural,Y,0,0,
93291,8,2025,Elec- Agricultural,Y,0,0,
93291,9,2025,Elec- Agricultural,Y,0,0,
93292,7,2025,Elec- Agricultural,Y,0,0,
93292,8,2025,Elec- Agricultural,Y,0,0,
93292,9,2025,Elec- Agricultural,Y,0,0,
93301,7,2025,Elec- Agricultural,Y,0,0,
93301,8,2025,Elec- Agricultural,Y,0,0,
93301,9,2025,Elec- Agricultural,Y,0,0,
93304,7,2025,Elec- Agricultural,Y,164,"4,810,729","29,334"
93304,8,2025,Elec- Agricultural,Y,0,0,
93304,9,2025,Elec- Agricultural,Y,0,0,
93305,7,2025,Elec- Agricultural,Y,0,0,
93305,8,2025,Elec- Agricultural,Y,0,0,
93305,9,2025,Elec- Agricultural,Y,0,0,
93306,7,2025,Elec- Agricultural,Y,0,0,
93306,8,2025,Elec- Agricultural,Y,0,0,
93306,9,2025,Elec- Agricultural,Y,0,0,
93307,7,2025,Elec- Agricultural,Y,524,"32,629,421","62,270"
93307,8,2025,Elec- Agricultural,Y,626,"31,904,983","50,966"
93307,9,2025,Elec- Agricultural,Y,624,"25,986,258","41,645"
93308,7,2025,Elec- Agricultural,Y,128,"4,647,871","36,311"
93308,8,2025,Elec- Agricultural,Y,0,0,
93308,9,2025,Elec- Agricultural,Y,0,0,
93309,7,2025,Elec- Agricultural,Y,0,0,
93309,8,2025,Elec- Agricultural,Y,0,0,
93309,9,2025,Elec- Agricultural,Y,0,0,
93311,7,2025,Elec- Agricultural,Y,99,"10,723,478","108,318"
93311,8,2025,Elec- Agricultural,Y,100,"10,188,269","101,883"
93311,9,2025,Elec- Agricultural,Y,0,0,
93312,7,2025,Elec- Agricultural,Y,0,0,
93312,8,2025,Elec- Agricultural,Y,0,0,
93312,9,2025,Elec- Agricultural,Y,0,0,
93313,7,2025,Elec- Agricultural,Y,190,"5,891,618","31,009"
93313,8,2025,Elec- Agricultural,Y,190,"5,378,601","28,308"
93313,9,2025,Elec- Agricultural,Y,286,"13,541,104","47,347"
93314,7,2025,Elec- Agricultural,Y,97,"4,786,826","49,349"
93314,8,2025,Elec- Agricultural,Y,97,"3,900,289","40,209"
93314,9,2025,Elec- Agricultural,Y,100,"3,353,166","33,532"
93401,7,2025,Elec- Agricultural,Y,0,0,
93401,8,2025,Elec- Agricultural,Y,0,0,
93401,9,2025,Elec- Agricultural,Y,0,0,
93402,7,2025,Elec- Agricultural,Y,0,0,
93402,8,2025,Elec- Agricultural,Y,0,0,
93402,9,2025,Elec- Agricultural,Y,0,0,
93405,7,2025,Elec- Agricultural,Y,0,0,
93405,8,2025,Elec- Agricultural,Y,0,0,
93405,9,2025,Elec- Agricultural,Y,0,0,
93420,7,2025,Elec- Agricultural,Y,"1,123","53,288,391","47,452"
93420,8,2025,Elec- Agricultural,Y,"1,123","49,848,629","44,389"
93420,9,2025,Elec- Agricultural,Y,"1,123","40,377,630","35,955"
93422,7,2025,Elec- Agricultural,Y,0,0,
93422,8,2025,Elec- Agricultural,Y,0,0,
93422,9,2025,Elec- Agricultural,Y,0,0,
93426,7,2025,Elec- Agricultural,Y,0,0,
93426,8,2025,Elec- Agricultural,Y,0,0,
93426,9,2025,Elec- Agricultural,Y,0,0,
93427,7,2025,Elec- Agricultural,Y,0,0,
93427,8,2025,Elec- Agricultural,Y,0,0,
93427,9,2025,Elec- Agricultural,Y,0,0,
93428,7,2025,Elec- Agricultural,Y,0,0,
93428,8,2025,Elec- Agricultural,Y,0,0,
93428,9,2025,Elec- Agricultural,Y,0,0,
93430,7,2025,Elec- Agricultural,Y,118,"178,117","1,509"
93430,8,2025,Elec- Agricultural,Y,0,0,
93430,9,2025,Elec- Agricultural,Y,0,0,
93432,7,2025,Elec- Agricultural,Y,0,0,
93432,8,2025,Elec- Agricultural,Y,0,0,
93432,9,2025,Elec- Agricultural,Y,0,0,
93433,7,2025,Elec- Agricultural,Y,0,0,
93433,8,2025,Elec- Agricultural,Y,0,0,
93433,9,2025,Elec- Agricultural,Y,0,0,
93434,7,2025,Elec- Agricultural,Y,0,0,
93434,8,2025,Elec- Agricultural,Y,0,0,
93434,9,2025,Elec- Agricultural,Y,0,0,
93435,7,2025,Elec- Agricultural,Y,0,0,
93435,8,2025,Elec- Agricultural,Y,0,0,
93435,9,2025,Elec- Agricultural,Y,0,0,
93436,7,2025,Elec- Agricultural,Y,293,"2,249,371","7,677"
93436,8,2025,Elec- Agricultural,Y,226,"2,097,930","9,283"
93436,9,2025,Elec- Agricultural,Y,226,"1,578,341","6,984"
93437,7,2025,Elec- Agricultural,Y,0,0,
93437,8,2025,Elec- Agricultural,Y,0,0,
93437,9,2025,Elec- Agricultural,Y,0,0,
93441,7,2025,Elec- Agricultural,N,50,"383,021","7,660"
93441,8,2025,Elec- Agricultural,Y,0,0,
93441,9,2025,Elec- Agricultural,Y,0,0,
93442,7,2025,Elec- Agricultural,Y,0,0,
93442,8,2025,Elec- Agricultural,Y,0,0,
93442,9,2025,Elec- Agricultural,Y,0,0,
93444,7,2025,Elec- Agricultural,Y,0,0,
93444,8,2025,Elec- Agricultural,Y,0,0,
93444,9,2025,Elec- Agricultural,Y,0,0,
93445,7,2025,Elec- Agricultural,Y,0,0,
93445,8,2025,Elec- Agricultural,Y,0,0,
93445,9,2025,Elec- Agricultural,Y,0,0,
93446,7,2025,Elec- Agricultural,Y,516,"3,521,804","6,825"
93446,8,2025,Elec- Agricultural,Y,516,"3,544,687","6,870"
93446,9,2025,Elec- Agricultural,Y,478,"2,456,171","5,138"
93449,7,2025,Elec- Agricultural,Y,0,0,
93449,8,2025,Elec- Agricultural,Y,0,0,
93449,9,2025,Elec- Agricultural,Y,0,0,
93450,7,2025,Elec- Agricultural,Y,0,0,
93450,8,2025,Elec- Agricultural,Y,0,0,
93450,9,2025,Elec- Agricultural,Y,0,0,
93451,7,2025,Elec- Agricultural,Y,255,"8,121,125","31,848"
93451,8,2025,Elec- Agricultural,Y,141,"2,177,567","15,444"
93451,9,2025,Elec- Agricultural,Y,141,"1,692,475","12,003"
93452,7,2025,Elec- Agricultural,Y,0,0,
93452,8,2025,Elec- Agricultural,Y,0,0,
93452,9,2025,Elec- Agricultural,Y,0,0,
93453,7,2025,Elec- Agricultural,Y,0,0,
93453,8,2025,Elec- Agricultural,Y,0,0,
93453,9,2025,Elec- Agricultural,Y,0,0,
93454,7,2025,Elec- Agricultural,Y,0,0,
93454,8,2025,Elec- Agricultural,Y,0,0,
93454,9,2025,Elec- Agricultural,Y,0,0,
93455,7,2025,Elec- Agricultural,Y,0,0,
93455,8,2025,Elec- Agricultural,Y,0,0,
93455,9,2025,Elec- Agricultural,Y,0,0,
93458,7,2025,Elec- Agricultural,Y,0,0,
93458,8,2025,Elec- Agricultural,Y,0,0,
93458,9,2025,Elec- Agricultural,Y,0,0,
93460,7,2025,Elec- Agricultural,Y,187,"1,164,026","6,225"
93460,8,2025,Elec- Agricultural,Y,236,"1,494,527","6,333"
93460,9,2025,Elec- Agricultural,Y,237,"1,201,640","5,070"
93461,7,2025,Elec- Agricultural,Y,0,0,
93461,8,2025,Elec- Agricultural,Y,0,0,
93461,9,2025,Elec- Agricultural,Y,0,0,
93463,7,2025,Elec- Agricultural,Y,0,0,
93463,8,2025,Elec- Agricultural,N,69,"218,631","3,169"
93463,9,2025,Elec- Agricultural,N,69,"168,504","2,442"
93465,7,2025,Elec- Agricultural,Y,257,"800,174","3,114"
93465,8,2025,Elec- Agricultural,Y,374,"988,731","2,644"
93465,9,2025,Elec- Agricultural,Y,374,"831,845","2,224"
93601,7,2025,Elec- Agricultural,Y,0,0,
93601,8,2025,Elec- Agricultural,Y,0,0,
93601,9,2025,Elec- Agricultural,Y,0,0,
93602,7,2025,Elec- Agricultural,Y,0,0,
93602,8,2025,Elec- Agricultural,Y,0,0,
93602,9,2025,Elec- Agricultural,Y,0,0,
93603,7,2025,Elec- Agricultural,Y,0,0,
93603,8,2025,Elec- Agricultural,Y,0,0,
93603,9,2025,Elec- Agricultural,Y,0,0,
93608,7,2025,Elec- Agricultural,Y,0,0,
93608,8,2025,Elec- Agricultural,Y,0,0,
93608,9,2025,Elec- Agricultural,Y,0,0,
93609,7,2025,Elec- Agricultural,N,206,"9,223,410","44,774"
93609,8,2025,Elec- Agricultural,Y,452,"20,411,536","45,158"
93609,9,2025,Elec- Agricultural,Y,452,"13,890,095","30,730"
93610,7,2025,Elec- Agricultural,N,455,"31,170,710","68,507"
93610,8,2025,Elec- Agricultural,N,453,"26,446,655","58,381"
93610,9,2025,Elec- Agricultural,N,454,"22,893,408","50,426"
93611,7,2025,Elec- Agricultural,Y,0,0,
93611,8,2025,Elec- Agricultural,Y,0,0,
93611,9,2025,Elec- Agricultural,Y,0,0,
93612,7,2025,Elec- Agricultural,Y,0,0,
93612,8,2025,Elec- Agricultural,Y,0,0,
93612,9,2025,Elec- Agricultural,Y,0,0,
93614,7,2025,Elec- Agricultural,Y,0,0,
93614,8,2025,Elec- Agricultural,Y,0,0,
93614,9,2025,Elec- Agricultural,Y,0,0,
93615,7,2025,Elec- Agricultural,Y,0,0,
93615,8,2025,Elec- Agricultural,Y,0,0,
93615,9,2025,Elec- Agricultural,Y,0,0,
93616,7,2025,Elec- Agricultural,Y,0,0,
93616,8,2025,Elec- Agricultural,Y,0,0,
93616,9,2025,Elec- Agricultural,Y,0,0,
93618,7,2025,Elec- Agricultural,Y,575,"9,559,236","16,625"
93618,8,2025,Elec- Agricultural,Y,573,"8,974,310","15,662"
93618,9,2025,Elec- Agricultural,Y,0,0,
93619,7,2025,Elec- Agricultural,Y,0,0,
93619,8,2025,Elec- Agricultural,Y,0,0,
93619,9,2025,Elec- Agricultural,Y,242,"455,165","1,881"
93620,7,2025,Elec- Agricultural,N,233,"6,531,058","28,030"
93620,8,2025,Elec- Agricultural,Y,0,0,
93620,9,2025,Elec- Agricultural,Y,0,0,
93621,7,2025,Elec- Agricultural,Y,0,0,
93621,8,2025,Elec- Agricultural,Y,0,0,
93621,9,2025,Elec- Agricultural,Y,0,0,
93622,7,2025,Elec- Agricultural,Y,541,"24,437,708","45,171"
93622,8,2025,Elec- Agricultural,Y,771,"23,207,038","30,100"
93622,9,2025,Elec- Agricultural,Y,484,"10,442,771","21,576"
93624,8,2025,Elec- Agricultural,N,110,"4,537,576","41,251"
93625,7,2025,Elec- Agricultural,Y,0,0,
93625,8,2025,Elec- Agricultural,Y,0,0,
93625,9,2025,Elec- Agricultural,Y,0,0,
93626,7,2025,Elec- Agricultural,Y,78,"36,949",474
93626,8,2025,Elec- Agricultural,Y,0,0,
93626,9,2025,Elec- Agricultural,Y,0,0,
93627,7,2025,Elec- Agricultural,Y,0,0,
93627,8,2025,Elec- Agricultural,Y,0,0,
93627,9,2025,Elec- Agricultural,Y,0,0,
93630,7,2025,Elec- Agricultural,Y,631,"24,230,755","38,401"
93630,8,2025,Elec- Agricultural,Y,593,"17,490,099","29,494"
93630,9,2025,Elec- Agricultural,Y,593,"13,825,799","23,315"
93631,7,2025,Elec- Agricultural,N,475,"6,885,639","14,496"
93631,8,2025,Elec- Agricultural,N,476,"6,644,565","13,959"
93631,9,2025,Elec- Agricultural,Y,912,"10,707,386","11,741"
93635,7,2025,Elec- Agricultural,N,276,"6,433,028","23,308"
93635,8,2025,Elec- Agricultural,N,275,"5,963,035","21,684"
93635,9,2025,Elec- Agricultural,Y,516,"7,564,293","14,659"
93636,7,2025,Elec- Agricultural,Y,0,0,
93636,8,2025,Elec- Agricultural,Y,0,0,
93636,9,2025,Elec- Agricultural,N,92,"2,166,431","23,548"
93637,7,2025,Elec- Agricultural,N,640,"36,238,524","56,623"
93637,8,2025,Elec- Agricultural,N,637,"27,860,580","43,737"
93637,9,2025,Elec- Agricultural,N,637,"21,632,413","33,960"
93638,7,2025,Elec- Agricultural,N,299,"11,659,909","38,996"
93638,8,2025,Elec- Agricultural,N,299,"10,608,168","35,479"
93638,9,2025,Elec- Agricultural,N,298,"8,193,154","27,494"
93640,7,2025,Elec- Agricultural,Y,0,0,
93640,8,2025,Elec- Agricultural,Y,0,0,
93640,9,2025,Elec- Agricultural,Y,287,"8,621,849","30,041"
93641,7,2025,Elec- Agricultural,Y,0,0,
93641,8,2025,Elec- Agricultural,Y,0,0,
93641,9,2025,Elec- Agricultural,Y,0,0,
93643,7,2025,Elec- Agricultural,Y,0,0,
93643,8,2025,Elec- Agricultural,Y,0,0,
93643,9,2025,Elec- Agricultural,Y,0,0,
93644,7,2025,Elec- Agricultural,Y,0,0,
93644,8,2025,Elec- Agricultural,Y,0,0,
93644,9,2025,Elec- Agricultural,Y,0,0,
93645,7,2025,Elec- Agricultural,Y,0,0,
93645,8,2025,Elec- Agricultural,Y,0,0,
93645,9,2025,Elec- Agricultural,Y,0,0,
93646,7,2025,Elec- Agricultural,Y,0,0,
93646,8,2025,Elec- Agricultural,Y,260,"2,475,917","9,523"
93646,9,2025,Elec- Agricultural,Y,260,"2,187,603","8,414"
93647,7,2025,Elec- Agricultural,Y,733,"6,262,255","8,543"
93647,8,2025,Elec- Agricultural,Y,473,"3,747,170","7,922"
93647,9,2025,Elec- Agricultural,Y,603,"4,091,587","6,785"
93648,7,2025,Elec- Agricultural,Y,0,0,
93648,8,2025,Elec- Agricultural,Y,0,0,
93648,9,2025,Elec- Agricultural,Y,0,0,
93650,7,2025,Elec- Agricultural,Y,0,0,
93650,8,2025,Elec- Agricultural,Y,0,0,
93650,9,2025,Elec- Agricultural,Y,0,0,
93651,7,2025,Elec- Agricultural,Y,0,0,
93651,8,2025,Elec- Agricultural,Y,0,0,
93651,9,2025,Elec- Agricultural,Y,0,0,
93652,7,2025,Elec- Agricultural,Y,0,0,
93652,8,2025,Elec- Agricultural,Y,0,0,
93652,9,2025,Elec- Agricultural,Y,0,0,
93653,7,2025,Elec- Agricultural,Y,0,0,
93653,8,2025,Elec- Agricultural,Y,0,0,
93653,9,2025,Elec- Agricultural,Y,0,0,
93654,7,2025,Elec- Agricultural,Y,853,"14,077,422","16,503"
93654,8,2025,Elec- Agricultural,Y,854,"14,048,446","16,450"
93654,9,2025,Elec- Agricultural,Y,852,"11,938,541","14,012"
93656,7,2025,Elec- Agricultural,N,207,"9,666,731","46,699"
93656,8,2025,Elec- Agricultural,Y,0,0,
93656,9,2025,Elec- Agricultural,Y,0,0,
93657,7,2025,Elec- Agricultural,N,711,"5,427,633","7,634"
93657,8,2025,Elec- Agricultural,Y,770,"5,931,855","7,704"
93657,9,2025,Elec- Agricultural,N,711,"5,089,771","7,159"
93660,7,2025,Elec- Agricultural,Y,0,0,
93660,8,2025,Elec- Agricultural,Y,0,0,
93660,9,2025,Elec- Agricultural,Y,0,0,
93662,7,2025,Elec- Agricultural,N,534,"5,831,702","10,921"
93662,8,2025,Elec- Agricultural,Y,748,"9,867,564","13,192"
93662,9,2025,Elec- Agricultural,Y,749,"6,434,950","8,591"
93666,9,2025,Elec- Agricultural,N,37,"158,153","4,274"
93667,7,2025,Elec- Agricultural,Y,0,0,
93667,8,2025,Elec- Agricultural,Y,0,0,
93667,9,2025,Elec- Agricultural,Y,0,0,
93668,7,2025,Elec- Agricultural,Y,0,0,
93668,8,2025,Elec- Agricultural,Y,0,0,
93668,9,2025,Elec- Agricultural,Y,0,0,
93670,7,2025,Elec- Agricultural,N,34,"128,908","3,791"
93670,8,2025,Elec- Agricultural,N,34,"138,405","4,071"
93675,7,2025,Elec- Agricultural,Y,0,0,
93675,8,2025,Elec- Agricultural,Y,0,0,
93675,9,2025,Elec- Agricultural,Y,0,0,
93701,7,2025,Elec- Agricultural,Y,0,0,
93701,8,2025,Elec- Agricultural,Y,0,0,
93701,9,2025,Elec- Agricultural,Y,0,0,
93702,7,2025,Elec- Agricultural,Y,0,0,
93702,8,2025,Elec- Agricultural,Y,0,0,
93702,9,2025,Elec- Agricultural,Y,0,0,
93703,7,2025,Elec- Agricultural,Y,0,0,
93703,8,2025,Elec- Agricultural,Y,0,0,
93703,9,2025,Elec- Agricultural,Y,0,0,
93704,7,2025,Elec- Agricultural,Y,0,0,
93704,8,2025,Elec- Agricultural,Y,0,0,
93704,9,2025,Elec- Agricultural,Y,0,0,
93705,7,2025,Elec- Agricultural,Y,0,0,
93705,8,2025,Elec- Agricultural,Y,0,0,
93705,9,2025,Elec- Agricultural,Y,0,0,
93706,7,2025,Elec- Agricultural,Y,711,"13,051,035","18,356"
93706,8,2025,Elec- Agricultural,N,667,"10,429,215","15,636"
93706,9,2025,Elec- Agricultural,Y,0,0,
93710,7,2025,Elec- Agricultural,Y,0,0,
93710,8,2025,Elec- Agricultural,Y,0,0,
93710,9,2025,Elec- Agricultural,Y,0,0,
93711,7,2025,Elec- Agricultural,Y,0,0,
93711,8,2025,Elec- Agricultural,Y,0,0,
93711,9,2025,Elec- Agricultural,Y,0,0,
93720,7,2025,Elec- Agricultural,Y,0,0,
93720,8,2025,Elec- Agricultural,Y,0,0,
93720,9,2025,Elec- Agricultural,Y,0,0,
93721,7,2025,Elec- Agricultural,Y,0,0,
93721,8,2025,Elec- Agricultural,Y,0,0,
93721,9,2025,Elec- Agricultural,Y,0,0,
93722,7,2025,Elec- Agricultural,Y,0,0,
93722,8,2025,Elec- Agricultural,Y,0,0,
93722,9,2025,Elec- Agricultural,Y,378,"946,691","2,504"
93723,7,2025,Elec- Agricultural,Y,0,0,
93723,8,2025,Elec- Agricultural,Y,0,0,
93723,9,2025,Elec- Agricultural,N,151,"483,128","3,200"
93725,7,2025,Elec- Agricultural,Y,"1,854","19,666,275","10,607"
93725,8,2025,Elec- Agricultural,Y,"1,856","16,687,270","8,991"
93725,9,2025,Elec- Agricultural,Y,"1,702","16,519,914","9,706"
93726,7,2025,Elec- Agricultural,Y,0,0,
93726,8,2025,Elec- Agricultural,Y,0,0,
93726,9,2025,Elec- Agricultural,Y,0,0,
93727,7,2025,Elec- Agricultural,Y,0,0,
93727,8,2025,Elec- Agricultural,Y,0,0,
93727,9,2025,Elec- Agricultural,Y,0,0,
93728,7,2025,Elec- Agricultural,Y,0,0,
93728,8,2025,Elec- Agricultural,Y,0,0,
93728,9,2025,Elec- Agricultural,Y,0,0,
93730,7,2025,Elec- Agricultural,Y,0,0,
93730,8,2025,Elec- Agricultural,Y,0,0,
93730,9,2025,Elec- Agricultural,Y,0,0,
93737,7,2025,Elec- Agricultural,Y,0,0,
93737,8,2025,Elec- Agricultural,Y,0,0,
93737,9,2025,Elec- Agricultural,Y,0,0,
93740,7,2025,Elec- Agricultural,Y,0,0,
93740,8,2025,Elec- Agricultural,Y,0,0,
93740,9,2025,Elec- Agricultural,Y,0,0,
93741,7,2025,Elec- Agricultural,Y,0,0,
93741,8,2025,Elec- Agricultural,Y,0,0,
93741,9,2025,Elec- Agricultural,Y,0,0,
93901,7,2025,Elec- Agricultural,Y,138,"14,438,261","104,625"
93901,8,2025,Elec- Agricultural,Y,315,"19,798,407","62,852"
93901,9,2025,Elec- Agricultural,Y,313,"17,818,749","56,929"
93905,7,2025,Elec- Agricultural,Y,0,0,
93905,8,2025,Elec- Agricultural,Y,0,0,
93905,9,2025,Elec- Agricultural,Y,0,0,
93906,7,2025,Elec- Agricultural,Y,0,0,
93906,8,2025,Elec- Agricultural,Y,0,0,
93906,9,2025,Elec- Agricultural,Y,0,0,
93907,7,2025,Elec- Agricultural,Y,0,0,
93907,8,2025,Elec- Agricultural,Y,0,0,
93907,9,2025,Elec- Agricultural,Y,0,0,
93908,7,2025,Elec- Agricultural,Y,297,"20,751,813","69,871"
93908,8,2025,Elec- Agricultural,Y,297,"20,709,600","69,729"
93908,9,2025,Elec- Agricultural,Y,212,"10,583,913","49,924"
93920,7,2025,Elec- Agricultural,Y,0,0,
93920,8,2025,Elec- Agricultural,Y,0,0,
93920,9,2025,Elec- Agricultural,Y,0,0,
93923,7,2025,Elec- Agricultural,Y,0,0,
93923,8,2025,Elec- Agricultural,Y,0,0,
93923,9,2025,Elec- Agricultural,Y,0,0,
93924,7,2025,Elec- Agricultural,Y,61,"69,351","1,137"
93924,8,2025,Elec- Agricultural,Y,62,"64,482","1,040"
93924,9,2025,Elec- Agricultural,Y,60,"58,337",972
93925,7,2025,Elec- Agricultural,Y,0,0,
93925,8,2025,Elec- Agricultural,Y,0,0,
93925,9,2025,Elec- Agricultural,Y,0,0,
93926,7,2025,Elec- Agricultural,Y,0,0,
93926,8,2025,Elec- Agricultural,Y,0,0,
93926,9,2025,Elec- Agricultural,Y,0,0,
93927,7,2025,Elec- Agricultural,Y,0,0,
93927,8,2025,Elec- Agricultural,Y,0,0,
93927,9,2025,Elec- Agricultural,Y,0,0,
93930,7,2025,Elec- Agricultural,Y,413,"19,463,483","47,127"
93930,8,2025,Elec- Agricultural,Y,413,"19,983,880","48,387"
93930,9,2025,Elec- Agricultural,Y,538,"21,226,449","39,454"
93932,7,2025,Elec- Agricultural,Y,0,0,
93932,8,2025,Elec- Agricultural,Y,0,0,
93932,9,2025,Elec- Agricultural,Y,0,0,
93933,7,2025,Elec- Agricultural,Y,0,0,
93933,8,2025,Elec- Agricultural,Y,0,0,
93933,9,2025,Elec- Agricultural,Y,0,0,
93940,7,2025,Elec- Agricultural,Y,0,0,
93940,8,2025,Elec- Agricultural,Y,0,0,
93940,9,2025,Elec- Agricultural,Y,0,0,
93950,7,2025,Elec- Agricultural,Y,0,0,
93950,8,2025,Elec- Agricultural,Y,0,0,
93950,9,2025,Elec- Agricultural,Y,0,0,
93960,7,2025,Elec- Agricultural,Y,0,0,
